LABEL,WORD,CAP,NUM,LOC,PREF,PREP,SUFF
I-ACQUIRED,Township,1,0,0,0,0,0
B-DLRAMT,not,0,0,0,0,0,0
I-DLRAMT,disclosed,0,0,0,0,0,0
B-PURCHASER,FIRST,1,0,0,0,0,0
I-PURCHASER,NATIONAL,1,0,0,0,0,0
I-PURCHASER,BANK,1,0,0,0,0,0
I-PURCHASER,CORP,1,0,0,0,0,0
B-STATUS,agreement,0,0,0,0,0,0
I-STATUS,to,0,0,0,0,1,0
I-STATUS,buy,0,0,0,0,0,0
B-ACQUIRED,Medicontrol,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
B-DLRAMT,"500,000",0,1,0,0,0,0
I-DLRAMT,dlr,0,0,0,0,0,0
B-PURCHASER,Searle,1,0,0,0,0,0
I-PURCHASER,and,0,0,0,0,0,0
I-PURCHASER,Co,1,0,0,0,0,1
B-SELLER,Biotechnology,1,0,0,0,0,0
I-SELLER,Development,1,0,0,0,0,0
I-SELLER,Corp,1,0,0,0,0,1
B-ACQUIRED,Johnson,1,0,0,0,0,0
I-ACQUIRED,Matthey,1,0,0,0,0,0
I-ACQUIRED,Commodities,1,0,0,0,0,0
B-ACQBUS,precious,0,0,0,0,0,0
I-ACQBUS,metals,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,wholesale,0,0,0,0,0,0
I-ACQBUS,non-ferrous,0,0,0,0,0,0
I-ACQBUS,metals,0,0,0,0,0,0
B-ACQLOC,New,1,0,1,0,0,0
I-ACQLOC,York,1,0,1,0,0,0
B-DLRAMT,14.8,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Deak,1,0,0,0,0,0
I-PURCHASER,International,1,0,0,0,0,0
B-SELLER,Minories,1,0,0,0,0,0
I-SELLER,Finance,1,0,0,0,0,0
I-SELLER,Limited,1,0,0,0,0,0
B-ACQUIRED,Johnson,1,0,0,0,0,0
I-ACQUIRED,Matthey,1,0,0,0,0,0
I-ACQUIRED,Commodities,1,0,0,0,0,0
B-ACQBUS,precious,0,0,0,0,0,0
I-ACQBUS,metals,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,wholesale,0,0,0,0,0,0
I-ACQBUS,non-ferrous,0,0,0,0,0,0
I-ACQBUS,metals,0,0,0,0,0,0
I-ACQBUS,trading,0,0,0,0,0,0
B-ACQLOC,New,1,0,1,0,0,0
I-ACQLOC,York,1,0,1,0,0,0
B-DLRAMT,14.8,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Deak,1,0,0,0,0,0
I-PURCHASER,International,1,0,0,0,0,0
B-SELLER,Minories,1,0,0,0,0,0
I-SELLER,Finance,1,0,0,0,0,0
I-SELLER,Limited,1,0,0,0,0,0
B-STATUS,announced,0,0,0,0,0,0
B-ACQUIRED,Nucell,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-ACQBUS,nuclear,0,0,0,0,0,0
I-ACQBUS,battery,0,0,0,0,0,0
I-ACQBUS,technology,0,0,0,0,0,0
B-PURCHASER,Peripheral,1,0,0,0,0,0
I-PURCHASER,Systems,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-STATUS,agreed,0,0,0,0,0,0
I-STATUS,in,0,0,0,0,1,0
I-STATUS,principle,0,0,0,0,0,0
B-ACQUIRED,National,1,0,0,0,0,0
I-ACQUIRED,Bank,1,0,0,0,0,0
I-ACQUIRED,of,0,0,0,0,1,0
I-ACQUIRED,North,1,0,0,0,0,0
I-ACQUIRED,Evanston,1,0,0,0,0,0
B-ACQUIRED,Elgin,1,0,0,0,0,0
I-ACQUIRED,National,1,0,0,0,0,0
I-ACQUIRED,bank,0,0,0,0,0,0
B-ACQUIRED,First,1,0,0,0,0,0
I-ACQUIRED,National,1,0,0,0,0,0
I-ACQUIRED,Bank,1,0,0,0,0,0
I-ACQUIRED,of,0,0,0,0,1,0
I-ACQUIRED,Schiller,1,0,0,0,0,0
I-ACQUIRED,Park,1,0,0,0,0,0
B-ACQUIRED,Merchants,1,0,0,0,0,0
I-ACQUIRED,and,0,0,0,0,0,0
I-ACQUIRED,Manufacturers,1,0,0,0,0,0
I-ACQUIRED,State,1,0,0,0,0,0
I-ACQUIRED,Bank,1,0,0,0,0,0
I-ACQUIRED,in,0,0,0,0,1,0
I-ACQUIRED,Melrose,1,0,0,0,0,0
I-ACQUIRED,Park,1,0,0,0,0,0
B-PURCHASER,American,1,0,0,0,0,0
I-PURCHASER,National,1,0,0,0,0,0
I-PURCHASER,Bank,1,0,0,0,0,0
B-STATUS,completed,0,0,0,0,0,0
B-ACQUIRED,coal,0,0,0,0,0,0
I-ACQUIRED,properties,0,0,0,0,0,0
B-ACQBUS,mines,0,0,0,0,0,0
B-ACQBUS,coal,0,0,0,0,0,0
I-ACQBUS,preparation,0,0,0,0,0,0
B-ACQLOC,West,1,0,1,0,0,0
I-ACQLOC,Va.,1,0,1,0,0,0
B-PURCHASER,Peabody,1,0,0,0,0,0
I-PURCHASER,Holding,1,0,0,0,0,0
I-PURCHASER,Co,1,0,0,0,0,1
I-PURCHASER,Inc,1,0,0,0,0,1
B-SELLER,Eastern,1,0,0,0,0,0
I-SELLER,Gas,1,0,0,0,0,0
I-SELLER,and,0,0,0,0,0,0
I-SELLER,Fuel,1,0,0,0,0,0
I-SELLER,Associate,1,0,0,0,0,0
B-STATUS,completed,0,0,0,0,0,0
B-ACQUIRED,leasehold,0,0,0,0,0,0
I-ACQUIRED,rights,0,0,0,0,0,0
I-ACQUIRED,to,0,0,0,0,1,0
I-ACQUIRED,its,0,0,0,0,0,0
I-ACQUIRED,aircraft,0,0,0,0,0,0
I-ACQUIRED,modification,0,0,0,0,0,0
I-ACQUIRED,and,0,0,0,0,0,0
I-ACQUIRED,maintenance,0,0,0,0,0,0
I-ACQUIRED,facility,0,0,0,0,0,0
B-ACQLOC,"Phoenix,",1,0,1,0,0,0
I-ACQLOC,Ariz,1,0,1,0,0,0
B-DLRAMT,not,0,0,0,0,0,0
I-DLRAMT,released,0,0,0,0,0,0
B-PURCHASER,Dynalectron,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-SELLER,Standard,1,0,0,0,0,0
I-SELLER,Aero,1,0,0,0,0,0
I-SELLER,Inc,1,0,0,0,0,1
B-ACQUIRED,Consolidated,1,0,0,0,0,0
I-ACQUIRED,Brazilian,1,0,0,0,0,0
I-ACQUIRED,Mines,1,0,0,0,0,0
I-ACQUIRED,International,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-ACQBUS,diamond,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,gold,0,0,0,0,0,0
B-ACQLOC,BRAZIL,1,0,1,0,0,0
B-DLRAMT,not,0,0,0,0,0,0
I-DLRAMT,disclosed,0,0,0,0,0,0
B-PURCHASER,Upland,1,0,0,0,0,0
I-PURCHASER,Minerals,1,0,0,0,0,0
I-PURCHASER,and,0,0,0,0,0,0
I-PURCHASER,Chemicals,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-STATUS,agreed,0,0,0,0,0,0
I-STATUS,to,0,0,0,0,1,0
I-STATUS,acquire,0,0,0,0,0,0
B-ACQUIRED,Wyona,1,0,0,0,0,0
I-ACQUIRED,Water,1,0,0,0,0,0
I-ACQUIRED,Flood,1,0,0,0,0,0
I-ACQUIRED,Oil,1,0,0,0,0,0
I-ACQUIRED,and,0,0,0,0,0,0
I-ACQUIRED,Gas,1,0,0,0,0,0
B-ACQBUS,oil,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,gas,0,0,0,0,0,0
B-ACQLOC,Oklahoma,1,0,1,0,0,0
B-SELLER,Crown,1,0,0,0,0,0
I-SELLER,Resources,1,0,0,0,0,0
I-SELLER,Corp,1,0,0,0,0,1
B-STATUS,plans,0,0,0,0,0,0
I-STATUS,to,0,0,0,0,1,0
I-STATUS,sell,0,0,0,0,0,0
B-ACQUIRED,Peabody,1,0,0,0,0,0
I-ACQUIRED,Holding,1,0,0,0,0,0
I-ACQUIRED,Co,1,0,0,0,0,1
I-ACQUIRED,Inc,1,0,0,0,0,1
B-ACQBUS,coal,0,0,0,0,0,0
B-DLRAMT,116.8,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-SELLER,NEWMONT,1,0,0,0,0,0
I-SELLER,MINING,1,0,0,0,0,0
I-SELLER,CORP,1,0,0,0,0,0
B-STATUS,completed,0,0,0,0,0,0
B-ACQUIRED,Retirement,1,0,0,0,0,0
I-ACQUIRED,Housing,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
B-PURCHASER,LIfetime,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-STATUS,accepted,0,0,0,0,0,0
B-ACQUIRED,ALOHA,1,0,0,0,0,0
I-ACQUIRED,INC,1,0,0,0,0,0
B-PURCHASER,AQ,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-STATUS,completed,0,0,0,0,0,0
B-ACQUIRED,Robertsons,1,0,0,0,0,0
I-ACQUIRED,Pty,1,0,0,0,0,0
I-ACQUIRED,Ltd,1,0,0,0,0,1
B-ACQLOC,South,1,0,1,0,0,0
I-ACQLOC,African,1,0,1,0,0,0
B-DLRAMT,undisclosed,0,0,0,0,0,0
B-PURCHASER,a,0,0,0,0,0,0
I-PURCHASER,consortium,0,0,0,0,0,0
I-PURCHASER,of,0,0,0,0,1,0
I-PURCHASER,European,1,0,0,0,0,0
I-PURCHASER,and,0,0,0,0,0,0
I-PURCHASER,South,1,0,0,0,0,0
I-PURCHASER,African,1,0,0,0,0,0
I-PURCHASER,investors,0,0,0,0,0,0
B-SELLER,CPC,1,0,0,0,0,0
I-SELLER,International,1,0,0,0,0,0
I-SELLER,Inc,1,0,0,0,0,1
B-STATUS,completed,0,0,0,0,0,0
B-ACQUIRED,coal,0,0,0,0,0,0
I-ACQUIRED,supply,0,0,0,0,0,0
I-ACQUIRED,agreements,0,0,0,0,0,0
I-ACQUIRED,and,0,0,0,0,0,0
I-ACQUIRED,substantially,0,0,0,0,0,0
I-ACQUIRED,all,0,0,0,0,0,0
I-ACQUIRED,assets,0,0,0,0,0,0
I-ACQUIRED,at,0,0,0,0,1,0
I-ACQUIRED,its,0,0,0,0,0,0
I-ACQUIRED,two,0,0,0,0,0,0
I-ACQUIRED,coal,0,0,0,0,0,0
I-ACQUIRED,mines,0,0,0,0,0,0
B-ACQLOC,Ohio,1,0,1,0,0,0
B-DLRAMT,undisclosed,0,0,0,0,0,0
B-PURCHASER,Peabody,1,0,0,0,0,0
I-PURCHASER,Coal,1,0,0,0,0,0
I-PURCHASER,Co,1,0,0,0,0,1
B-SELLER,American,1,0,0,0,0,0
I-SELLER,Barrick,1,0,0,0,0,0
I-SELLER,Resources,1,0,0,0,0,0
I-SELLER,Corp,1,0,0,0,0,1
B-STATUS,sold,0,0,0,0,0,0
B-ACQUIRED,First,1,0,0,0,0,0
I-ACQUIRED,Presidential,1,0,0,0,0,0
I-ACQUIRED,Savings,1,0,0,0,0,0
I-ACQUIRED,and,0,0,0,0,0,0
I-ACQUIRED,Loan,1,0,0,0,0,0
I-ACQUIRED,Association,1,0,0,0,0,0
B-ACQLOC,"Sarasota,",1,0,1,0,0,0
I-ACQLOC,Fla.,1,0,1,0,0,0
B-DLRAMT,"8,500,000",0,1,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,First,1,0,0,0,0,0
I-PURCHASER,Federal,1,0,0,0,0,0
I-PURCHASER,Savings,1,0,0,0,0,0
I-PURCHASER,and,0,0,0,0,0,0
I-PURCHASER,Loan,1,0,0,0,0,0
I-PURCHASER,Association,1,0,0,0,0,0
I-PURCHASER,of,0,0,0,0,1,0
I-PURCHASER,Fort,1,0,0,0,0,0
I-PURCHASER,Myers,1,0,0,0,0,0
B-STATUS,letter,0,0,0,0,0,0
I-STATUS,of,0,0,0,0,1,0
I-STATUS,intent,0,0,0,0,0,0
B-ACQUIRED,Elizabeth,1,0,0,0,0,0
I-ACQUIRED,Arden,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-ACQBUS,cosmetics,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,fine,0,0,0,0,0,0
I-ACQBUS,fragrance,0,0,0,0,0,0
I-ACQBUS,products,0,0,0,0,0,0
B-SELLER,Eli,1,0,0,0,0,0
I-SELLER,Lilly,1,0,0,0,0,0
I-SELLER,and,0,0,0,0,0,0
I-SELLER,Co,1,0,0,0,0,1
B-STATUS,decided,0,0,0,0,0,0
I-STATUS,to,0,0,0,0,1,0
I-STATUS,sell,0,0,0,0,0,0
B-ACQUIRED,Union,1,0,0,0,0,0
I-ACQUIRED,Bancorp,1,0,0,0,0,0
I-ACQUIRED,of,0,0,0,0,1,0
I-ACQUIRED,West,1,0,0,0,0,0
I-ACQUIRED,Virginia,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-ACQUIRED,Wayne,1,0,0,0,0,0
I-ACQUIRED,Bancorp,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-PURCHASER,Key,1,0,0,0,0,0
I-PURCHASER,Centurion,1,0,0,0,0,0
I-PURCHASER,Bancshares,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-STATUS,completed,0,0,0,0,0,0
B-ACQUIRED,Vernitron,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
B-PURCHASER,SB,1,0,0,0,0,0
I-PURCHASER,Holding,1,0,0,0,0,0
I-PURCHASER,Corp,1,0,0,0,0,1
B-STATUS,proposed,0,0,0,0,0,0
B-ACQUIRED,Unitek,1,0,0,0,0,0
I-ACQUIRED,Corp,1,0,0,0,0,1
B-ACQBUS,orthodontic,0,0,0,0,0,0
I-ACQBUS,products,0,0,0,0,0,0
B-ACQLOC,"Monrovia,",1,0,1,0,0,0
I-ACQLOC,Calif.,1,0,1,0,0,0
B-PURCHASER,Minnesota,1,0,0,0,0,0
I-PURCHASER,Mining,1,0,0,0,0,0
I-PURCHASER,and,0,0,0,0,0,0
I-PURCHASER,Mfg,1,0,0,0,0,0
I-PURCHASER,Co,1,0,0,0,0,1
B-SELLER,Bristol-Myers,1,0,0,0,0,0
I-SELLER,Co,1,0,0,0,0,1
B-STATUS,completed,0,0,0,0,0,0
B-ACQUIRED,Norddeutsche,1,0,0,0,0,0
I-ACQUIRED,Affinerie,1,0,0,0,0,0
I-ACQUIRED,AG,1,0,0,0,0,0
B-PURCHASER,MIM,1,0,0,0,0,0
I-PURCHASER,Holdings,1,0,0,0,0,0
I-PURCHASER,Ltd,1,0,0,0,0,1
B-SELLER,Preussag,1,0,0,0,0,0
I-SELLER,AG,1,0,0,0,0,0
B-STATUS,complete,0,0,0,0,0,0
B-ACQUIRED,Nevi,1,0,0,0,0,0
I-ACQUIRED,Baltic,1,0,0,0,0,0
I-ACQUIRED,Plc,1,0,0,0,0,0
B-ACQBUS,property,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,financial,0,0,0,0,0,0
I-ACQBUS,services,0,0,0,0,0,0
B-ACQLOC,London,1,0,1,0,0,0
B-PURCHASER,Skandia,1,0,0,0,0,0
I-PURCHASER,International,1,0,0,0,0,0
I-PURCHASER,Holding,1,0,0,0,0,0
I-PURCHASER,AB,1,0,0,0,0,0
B-ACQUIRED,Integrated,1,0,0,0,0,0
I-ACQUIRED,Management,1,0,0,0,0,0
I-ACQUIRED,Data,1,0,0,0,0,0
I-ACQUIRED,Systems,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-ACQBUS,computer,0,0,0,0,0,0
I-ACQBUS,retail,0,0,0,0,0,0
B-ACQBUS,accounting,0,0,0,0,0,0
I-ACQBUS,software,0,0,0,0,0,0
I-ACQBUS,systems,0,0,0,0,0,0
B-ACQBUS,micro-computer,0,0,0,0,0,0
I-ACQBUS,products,0,0,0,0,0,0
B-ACQLOC,Denver,1,0,1,0,0,0
B-DLRAMT,undisclosed,0,0,0,0,0,0
B-PURCHASER,Altex,1,0,0,0,0,0
I-PURCHASER,Industries,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-STATUS,agreed,0,0,0,0,0,0
I-STATUS,in,0,0,0,0,1,0
I-STATUS,principle,0,0,0,0,0,0
B-ACQUIRED,Measurement,1,0,0,0,0,0
I-ACQUIRED,Systems,1,0,0,0,0,0
I-ACQUIRED,Division,1,0,0,0,0,0
B-DLRAMT,undisclosed,0,0,0,0,0,0
B-PURCHASER,Canrad,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-SELLER,Page-Wilson,1,0,0,0,0,0
I-SELLER,Corp,1,0,0,0,0,1
B-ACQUIRED,GenCorp,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-PURCHASER,GENERAL,1,0,0,0,0,0
I-PURCHASER,PARTNERS,1,0,0,0,0,0
B-STATUS,prepared,0,0,0,0,0,0
I-STATUS,to,0,0,0,0,1,0
I-STATUS,raise,0,0,0,0,0,0
I-STATUS,its,0,0,0,0,0,0
I-STATUS,bid,0,0,0,0,0,0
B-ACQUIRED,Bell,1,0,0,0,0,0
I-ACQUIRED,Industries,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-SELLER,Harris,1,0,0,0,0,0
I-SELLER,Associates,1,0,0,0,0,0
I-SELLER,L.P.,1,0,0,0,0,0
B-ACQUIRED,Lake,1,0,0,0,0,0
I-ACQUIRED,States,1,0,0,0,0,0
I-ACQUIRED,Transportation,1,0,0,0,0,0
I-ACQUIRED,Division,1,0,0,0,0,0
B-ACQBUS,rail,0,0,0,0,0,0
I-ACQBUS,operations,0,0,0,0,0,0
B-ACQLOC,"Minnesota,",1,0,1,0,0,0
I-ACQLOC,"Wisconsin,",1,0,1,0,0,0
I-ACQLOC,Michigan,1,0,1,0,0,0
I-ACQLOC,and,0,0,1,0,0,0
I-ACQLOC,Illinois,1,0,1,0,0,0
B-PURCHASER,Wisconsin,1,0,0,0,0,0
I-PURCHASER,Central,1,0,0,0,0,0
I-PURCHASER,Ltd,1,0,0,0,0,1
B-SELLER,Soo,1,0,0,0,0,0
I-SELLER,Line,1,0,0,0,0,0
I-SELLER,Corp,1,0,0,0,0,1
B-STATUS,agreed,0,0,0,0,0,0
I-STATUS,to,0,0,0,0,1,0
I-STATUS,sell,0,0,0,0,0,0
B-ACQUIRED,650,0,1,0,0,0,0
I-ACQUIRED,video,0,0,0,0,0,0
I-ACQUIRED,centers,0,0,0,0,0,0
B-ACQBUS,video,0,0,0,0,0,0
I-ACQBUS,cassette,0,0,0,0,0,0
I-ACQBUS,rental,0,0,0,0,0,0
B-PURCHASER,Stars,1,0,0,0,0,0
I-PURCHASER,to,0,0,0,0,1,0
I-PURCHASER,Go,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-SELLER,CVS,1,0,0,0,0,0
I-SELLER,International,1,0,0,0,0,0
I-SELLER,Inc,1,0,0,0,0,1
B-STATUS,completed,0,0,0,0,0,0
B-ACQUIRED,Consumer,1,0,0,0,0,0
I-ACQUIRED,Packaging,1,0,0,0,0,0
I-ACQUIRED,Division,1,0,0,0,0,0
B-DLRAMT,175,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Sonoco,1,0,0,0,0,0
I-PURCHASER,Products,1,0,0,0,0,0
I-PURCHASER,Co,1,0,0,0,0,1
B-SELLER,Boise,1,0,0,0,0,0
I-SELLER,Cascade,1,0,0,0,0,0
I-SELLER,Corp,1,0,0,0,0,1
B-STATUS,completed,0,0,0,0,0,0
B-ACQUIRED,Sage,1,0,0,0,0,0
I-ACQUIRED,Drilling,1,0,0,0,0,0
I-ACQUIRED,Co,1,0,0,0,0,1
I-ACQUIRED,Inc,1,0,0,0,0,1
B-DLRAMT,"116,554",0,1,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Arthur,1,0,0,0,0,0
I-PURCHASER,Appleton,1,0,0,0,0,0
B-STATUS,acquired,0,0,0,0,0,0
B-ACQUIRED,First,1,0,0,0,0,0
I-ACQUIRED,Federal,1,0,0,0,0,0
I-ACQUIRED,Savings,1,0,0,0,0,0
I-ACQUIRED,and,0,0,0,0,0,0
I-ACQUIRED,Loan,1,0,0,0,0,0
I-ACQUIRED,Association,1,0,0,0,0,0
I-ACQUIRED,of,0,0,0,0,1,0
I-ACQUIRED,Brooksville,1,0,0,0,0,0
B-PURCHASER,Mid-State,1,0,0,0,0,0
I-PURCHASER,Federal,1,0,0,0,0,0
I-PURCHASER,Savings,1,0,0,0,0,0
I-PURCHASER,and,0,0,0,0,0,0
I-PURCHASER,Loan,1,0,0,0,0,0
I-PURCHASER,Association,1,0,0,0,0,0
B-STATUS,definitive,0,0,0,0,0,0
I-STATUS,merger,0,0,0,0,0,0
I-STATUS,agreement,0,0,0,0,0,0
B-ACQUIRED,FCS,1,0,0,0,0,0
I-ACQUIRED,LABORATORIES,1,0,0,0,0,0
B-ACQBUS,health,0,0,0,0,0,0
I-ACQBUS,care,0,0,0,0,0,0
B-STATUS,ended,0,0,0,0,0,0
I-STATUS,without,0,0,0,0,1,0
I-STATUS,agreement,0,0,0,0,0,0
B-ACQUIRED,WOR-TV,1,0,0,0,0,0
B-ACQLOC,"Secaucus,",1,0,1,0,0,0
I-ACQLOC,N.J.,1,0,1,0,0,0
B-DLRAMT,387,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,MCA,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-SELLER,GENCORP,1,0,0,0,0,0
B-STATUS,completed,0,0,0,0,0,0
B-ACQUIRED,L.E.,1,0,0,0,0,0
I-ACQUIRED,Myers,1,0,0,0,0,0
I-ACQUIRED,Co,1,0,0,0,0,1
I-ACQUIRED,Group,1,0,0,0,0,0
B-PURCHASER,Leonard,1,0,0,0,0,0
I-PURCHASER,Chavin,1,0,0,0,0,0
B-STATUS,raised,0,0,0,0,0,0
I-STATUS,his,0,0,0,0,0,0
I-STATUS,stake,0,0,0,0,0,0
B-ACQUIRED,Central,1,0,0,0,0,0
I-ACQUIRED,National,1,0,0,0,0,0
I-ACQUIRED,Bank,1,0,0,0,0,0
I-ACQUIRED,of,0,0,0,0,1,0
I-ACQUIRED,Buckhannon,1,0,0,0,0,0
B-ACQLOC,W.,1,0,1,0,0,0
I-ACQLOC,Virginia,1,0,1,0,0,0
B-DLRAMT,16.2,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-PURCHASER,Key,1,0,0,0,0,0
I-PURCHASER,Centurion,1,0,0,0,0,0
I-PURCHASER,Bancshares,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-STATUS,agreement,0,0,0,0,0,0
I-STATUS,in,0,0,0,0,1,0
I-STATUS,principle,0,0,0,0,0,0
B-ACQUIRED,Hillards,1,0,0,0,0,0
I-ACQUIRED,Plc,1,0,0,0,0,0
B-DLRAMT,151,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,stg,0,0,0,0,0,0
B-PURCHASER,Tesco,1,0,0,0,0,0
I-PURCHASER,Plc,1,0,0,0,0,0
B-STATUS,extending,0,0,0,0,0,0
B-ACQBUS,pipeline,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,terminal,0,0,0,0,0,0
I-ACQBUS,operations,0,0,0,0,0,0
B-DLRAMT,12.2,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
I-DLRAMT,dlrs,0,0,0,0,0,0
B-SELLER,Gulf,1,0,0,0,0,0
I-SELLER,Applied,1,0,0,0,0,0
I-SELLER,Technologies,1,0,0,0,0,0
I-SELLER,Inc,1,0,0,0,0,1
B-ACQUIRED,Sanivan,1,0,0,0,0,0
I-ACQUIRED,Group,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-ACQBUS,hazardous,0,0,0,0,0,0
I-ACQBUS,waste,0,0,0,0,0,0
I-ACQBUS,management,0,0,0,0,0,0
B-ACQLOC,Canada,1,0,1,0,0,0
B-PURCHASER,Noranda,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-STATUS,agreed,0,0,0,0,0,0
I-STATUS,to,0,0,0,0,1,0
I-STATUS,buy,0,0,0,0,0,0
B-ACQUIRED,Plainwell,1,0,0,0,0,0
I-ACQUIRED,Paper,1,0,0,0,0,0
I-ACQUIRED,Co,1,0,0,0,0,1
I-ACQUIRED,Inc,1,0,0,0,0,1
B-ACQBUS,premium,0,0,0,0,0,0
I-ACQBUS,coated,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,uncoated,0,0,0,0,0,0
I-ACQBUS,printing,0,0,0,0,0,0
I-ACQBUS,papers,0,0,0,0,0,0
I-ACQBUS,and,0,0,0,0,0,0
I-ACQBUS,technical,0,0,0,0,0,0
I-ACQBUS,specialty,0,0,0,0,0,0
I-ACQBUS,papers,0,0,0,0,0,0
B-SELLER,Chesapeake,1,0,0,0,0,0
I-SELLER,Corp,1,0,0,0,0,1
B-ACQUIRED,cable,0,0,0,0,0,0
I-ACQUIRED,television,0,0,0,0,0,0
I-ACQUIRED,systems,0,0,0,0,0,0
B-ACQLOC,"Wildwood,",1,0,1,0,0,0
I-ACQLOC,N.J.,1,0,1,0,0,0
B-ACQLOC,Ramapo,1,0,1,0,0,0
I-ACQLOC,and,0,0,1,0,0,0
I-ACQLOC,"Warwick,",1,0,1,0,0,0
I-ACQLOC,N.Y.,1,0,1,0,0,0
B-PURCHASER,TKR,1,0,0,0,0,0
I-PURCHASER,Cable,1,0,0,0,0,0
I-PURCHASER,Co,1,0,0,0,0,1
B-SELLER,TELE-COMMUNICATIONS,1,0,0,0,0,0
B-STATUS,letter,0,0,0,0,0,0
I-STATUS,of,0,0,0,0,1,0
I-STATUS,intent,0,0,0,0,0,0
B-ACQUIRED,Allegheny,1,0,0,0,0,0
I-ACQUIRED,International,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-PURCHASER,"Spear,",1,0,0,0,0,0
I-PURCHASER,Leeds,1,0,0,0,0,0
I-PURCHASER,and,0,0,0,0,0,0
I-PURCHASER,Kellogg,1,0,0,0,0,0
B-STATUS,increased,0,0,0,0,0,0
I-STATUS,its,0,0,0,0,0,0
I-STATUS,preferred,0,0,0,0,0,0
I-STATUS,stock,0,0,0,0,0,0
B-ACQUIRED,Professional,1,0,0,0,0,0
I-ACQUIRED,Care,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-PURCHASER,CarePlus,1,0,0,0,0,0
I-PURCHASER,Inc,1,0,0,0,0,1
B-STATUS,proposed,0,0,0,0,0,0
B-ACQUIRED,Intermedics,1,0,0,0,0,0
I-ACQUIRED,Inc,1,0,0,0,0,1
B-DLRAMT,30,0,1,0,0,0,0
I-DLRAMT,mln,0,0,0,0,0,0
