LABEL,WORD,WORD+1,WORD-1,ABBR,CAP,NUM,LOC,PREF,SUFF,PREP,NERTAG,NEXTWORDS,PREVWORDS 
O,seven,coal,and,0,0,0,0,0,0,0,OTHER,"[['coal', 'B-ACQBUS', 'OTHER'], ['preparation', 'I-ACQBUS', 'OTHER']]","[['underground', 'O', 'OTHER'], ['mines', 'B-ACQBUS', 'OTHER']]"
B-SELLER,Standard,Aero,of,0,1,0,0,0,0,0,ORG,"[['Aero', 'I-SELLER', 'ORG'], ['Inc', 'I-SELLER', 'ORG']]","[['certain', 'O', 'OTHER'], ['assets', 'O', 'OTHER']]"
I-SELLER,Aero,Inc,Standard,0,1,0,0,0,1,0,ORG,"[['Inc', 'I-SELLER', 'ORG'], ['including', 'O', 'OTHER']]","[['assets', 'O', 'OTHER'], ['of', 'O', 'OTHER']]"
I-SELLER,Inc,including,Aero,0,1,0,0,0,0,0,ORG,"[['including', 'O', 'OTHER'], ['leasehold', 'B-ACQUIRED', 'OTHER']]","[['of', 'O', 'OTHER'], ['Standard', 'B-SELLER', 'ORG']]"
O,including,leasehold,Inc,0,0,0,0,0,0,0,OTHER,"[['leasehold', 'B-ACQUIRED', 'OTHER'], ['rights', 'I-ACQUIRED', 'OTHER']]","[['Standard', 'B-SELLER', 'ORG'], ['Aero', 'I-SELLER', 'ORG']]"
O,leasehold,rights,including,0,0,0,0,0,0,0,OTHER,"[['rights', 'I-ACQUIRED', 'OTHER'], ['to', 'I-ACQUIRED', 'OTHER']]","[['Aero', 'I-SELLER', 'ORG'], ['Inc', 'I-SELLER', 'ORG']]"
O,rights,to,leasehold,0,0,0,0,0,0,0,OTHER,"[['to', 'I-ACQUIRED', 'OTHER'], ['its', 'I-ACQUIRED', 'OTHER']]","[['Inc', 'I-SELLER', 'ORG'], ['including', 'O', 'OTHER']]"
O,to,its,rights,0,0,0,0,0,0,1,OTHER,"[['its', 'I-ACQUIRED', 'OTHER'], ['aircraft', 'I-ACQUIRED', 'OTHER']]","[['including', 'O', 'OTHER'], ['leasehold', 'B-ACQUIRED', 'OTHER']]"
O,its,aircraft,to,0,0,0,0,0,0,0,OTHER,"[['aircraft', 'I-ACQUIRED', 'OTHER'], ['modification', 'I-ACQUIRED', 'OTHER']]","[['leasehold', 'B-ACQUIRED', 'OTHER'], ['rights', 'I-ACQUIRED', 'OTHER']]"
O,aircraft,modification,its,0,0,0,0,0,0,0,OTHER,"[['modification', 'I-ACQUIRED', 'OTHER'], ['and', 'I-ACQUIRED', 'OTHER']]","[['rights', 'I-ACQUIRED', 'OTHER'], ['to', 'I-ACQUIRED', 'OTHER']]"
O,modification,and,aircraft,0,0,0,0,0,0,0,OTHER,"[['and', 'I-ACQUIRED', 'OTHER'], ['maintenance', 'I-ACQUIRED', 'OTHER']]","[['to', 'I-ACQUIRED', 'OTHER'], ['its', 'I-ACQUIRED', 'OTHER']]"
O,and,maintenance,modification,0,0,0,0,0,0,0,OTHER,"[['maintenance', 'I-ACQUIRED', 'OTHER'], ['facility', 'I-ACQUIRED', 'OTHER']]","[['its', 'I-ACQUIRED', 'OTHER'], ['aircraft', 'I-ACQUIRED', 'OTHER']]"
O,maintenance,facility,and,0,0,0,0,0,0,0,OTHER,"[['facility', 'I-ACQUIRED', 'OTHER'], ['in', 'O', 'OTHER']]","[['aircraft', 'I-ACQUIRED', 'OTHER'], ['modification', 'I-ACQUIRED', 'OTHER']]"
O,facility,in,maintenance,0,0,0,0,0,0,0,OTHER,"[['in', 'O', 'OTHER'], ['Phoenix,', 'B-ACQLOC', 'OTHER']]","[['modification', 'I-ACQUIRED', 'OTHER'], ['and', 'I-ACQUIRED', 'OTHER']]"
O,in,"Phoenix,",facility,0,0,0,0,0,0,1,OTHER,"[['Phoenix,', 'B-ACQLOC', 'OTHER'], ['Ariz', 'I-ACQLOC', 'OTHER']]","[['and', 'I-ACQUIRED', 'OTHER'], ['maintenance', 'I-ACQUIRED', 'OTHER']]"
O,"Phoenix,",Ariz,in,0,1,0,0,0,0,0,OTHER,"[['Ariz', 'I-ACQLOC', 'OTHER'], ['.', 'O', 'OTHER']]","[['maintenance', 'I-ACQUIRED', 'OTHER'], ['facility', 'I-ACQUIRED', 'OTHER']]"
O,Ariz,.,"Phoenix,",0,1,0,0,0,0,0,OTHER,"[['.', 'O', 'OTHER'], ['Terms', 'O', 'OTHER']]","[['facility', 'I-ACQUIRED', 'OTHER'], ['in', 'O', 'OTHER']]"
O,.,Terms,Ariz,0,0,0,0,0,0,0,OTHER,"[['Terms', 'O', 'OTHER'], ['were', 'O', 'OTHER']]","[['in', 'O', 'OTHER'], ['Phoenix,', 'B-ACQLOC', 'OTHER']]"
O,Terms,were,.,0,1,0,0,0,0,0,OTHER,"[['were', 'O', 'OTHER'], ['not', 'B-DLRAMT', 'OTHER']]","[['Phoenix,', 'B-ACQLOC', 'OTHER'], ['Ariz', 'I-ACQLOC', 'OTHER']]"
O,were,not,Terms,0,0,0,0,0,0,0,OTHER,"[['not', 'B-DLRAMT', 'OTHER'], ['released', 'I-DLRAMT', 'OTHER']]","[['Ariz', 'I-ACQLOC', 'OTHER'], ['.', 'O', 'OTHER']]"
O,not,released,were,0,0,0,0,0,0,0,OTHER,"[['released', 'I-DLRAMT', 'OTHER'], ['.', 'O', 'OTHER']]","[['.', 'O', 'OTHER'], ['Terms', 'O', 'OTHER']]"
O,released,.,not,0,0,0,0,0,0,0,OTHER,"[['.', 'O', 'OTHER'], ['The', 'O', 'OTHER']]","[['Terms', 'O', 'OTHER'], ['were', 'O', 'OTHER']]"
O,.,The,released,0,0,0,0,0,0,0,OTHER,"[['The', 'O', 'OTHER'], ['facility', 'O', 'OTHER']]","[['were', 'O', 'OTHER'], ['not', 'B-DLRAMT', 'OTHER']]"
O,The,facility,.,0,1,0,0,0,0,0,OTHER,"[['facility', 'O', 'OTHER'], ['consists', 'O', 'OTHER']]","[['not', 'B-DLRAMT', 'OTHER'], ['released', 'I-DLRAMT', 'OTHER']]"
B-SELLER,Crown,Resources,Reuter,0,1,0,0,0,0,0,ORG,"[['Resources', 'I-SELLER', 'ORG'], ['Corp', 'I-SELLER', 'ORG']]","[['25', 'O', 'OTHER'], ['years.', 'O', 'OTHER']]"
I-SELLER,Resources,Corp,Crown,0,1,0,0,0,1,0,ORG,"[['Corp', 'I-SELLER', 'ORG'], ['said', 'O', 'OTHER']]","[['years.', 'O', 'OTHER'], ['Reuter', 'O', 'OTHER']]"
I-SELLER,Corp,said,Resources,0,1,0,0,0,0,0,ORG,"[['said', 'O', 'OTHER'], ['it', 'O', 'OTHER']]","[['Reuter', 'O', 'OTHER'], ['Crown', 'B-SELLER', 'ORG']]"
O,said,it,Corp,0,0,0,0,0,0,0,OTHER,"[['it', 'O', 'OTHER'], ['plans', 'B-STATUS', 'OTHER']]","[['Crown', 'B-SELLER', 'ORG'], ['Resources', 'I-SELLER', 'ORG']]"
O,it,plans,said,0,0,0,0,0,0,0,OTHER,"[['plans', 'B-STATUS', 'OTHER'], ['to', 'I-STATUS', 'OTHER']]","[['Resources', 'I-SELLER', 'ORG'], ['Corp', 'I-SELLER', 'ORG']]"
O,plans,to,it,0,0,0,0,0,0,0,OTHER,"[['to', 'I-STATUS', 'OTHER'], ['sell', 'I-STATUS', 'OTHER']]","[['Corp', 'I-SELLER', 'ORG'], ['said', 'O', 'OTHER']]"
O,to,sell,plans,0,0,0,0,0,0,1,OTHER,"[['sell', 'I-STATUS', 'OTHER'], ['its', 'O', 'OTHER']]","[['said', 'O', 'OTHER'], ['it', 'O', 'OTHER']]"
O,sell,its,to,0,0,0,0,0,0,0,OTHER,"[['its', 'O', 'OTHER'], ['Oklahoma', 'B-ACQLOC', 'GPE']]","[['it', 'O', 'OTHER'], ['plans', 'B-STATUS', 'OTHER']]"
O,its,Oklahoma,sell,0,0,0,0,0,0,0,OTHER,"[['Oklahoma', 'B-ACQLOC', 'GPE'], ['-based', 'O', 'OTHER']]","[['plans', 'B-STATUS', 'OTHER'], ['to', 'I-STATUS', 'OTHER']]"
O,Oklahoma,-based,its,0,1,0,0,0,0,0,GPE,"[['-based', 'O', 'OTHER'], ['oil', 'B-ACQBUS', 'OTHER']]","[['to', 'I-STATUS', 'OTHER'], ['sell', 'I-STATUS', 'OTHER']]"
O,-based,oil,Oklahoma,0,0,0,0,0,0,0,OTHER,"[['oil', 'B-ACQBUS', 'OTHER'], ['and', 'I-ACQBUS', 'OTHER']]","[['sell', 'I-STATUS', 'OTHER'], ['its', 'O', 'OTHER']]"
O,oil,and,-based,0,0,0,0,0,0,0,OTHER,"[['and', 'I-ACQBUS', 'OTHER'], ['gas', 'I-ACQBUS', 'OTHER']]","[['its', 'O', 'OTHER'], ['Oklahoma', 'B-ACQLOC', 'GPE']]"
O,and,gas,oil,0,0,0,0,0,0,0,OTHER,"[['gas', 'I-ACQBUS', 'OTHER'], ['unit', 'O', 'OTHER']]","[['Oklahoma', 'B-ACQLOC', 'GPE'], ['-based', 'O', 'OTHER']]"
O,gas,unit,and,0,0,0,0,0,0,0,OTHER,"[['unit', 'O', 'OTHER'], ['as', 'O', 'OTHER']]","[['-based', 'O', 'OTHER'], ['oil', 'B-ACQBUS', 'OTHER']]"
O,unit,as,gas,0,0,0,0,0,0,0,OTHER,"[['as', 'O', 'OTHER'], ['part', 'O', 'OTHER']]","[['oil', 'B-ACQBUS', 'OTHER'], ['and', 'I-ACQBUS', 'OTHER']]"
O,as,part,unit,0,0,0,0,0,0,1,OTHER,"[['part', 'O', 'OTHER'], ['of', 'O', 'OTHER']]","[['and', 'I-ACQBUS', 'OTHER'], ['gas', 'I-ACQBUS', 'OTHER']]"
O,part,of,as,0,0,0,0,0,0,0,OTHER,"[['of', 'O', 'OTHER'], ['its', 'O', 'OTHER']]","[['gas', 'I-ACQBUS', 'OTHER'], ['unit', 'O', 'OTHER']]"
O,of,its,part,0,0,0,0,0,0,1,OTHER,"[['its', 'O', 'OTHER'], ['strategy', 'O', 'OTHER']]","[['unit', 'O', 'OTHER'], ['as', 'O', 'OTHER']]"
O,its,strategy,of,0,0,0,0,0,0,0,OTHER,"[['strategy', 'O', 'OTHER'], ['to', 'O', 'OTHER']]","[['as', 'O', 'OTHER'], ['part', 'O', 'OTHER']]"
O,strategy,to,its,0,0,0,0,0,0,0,OTHER,"[['to', 'O', 'OTHER'], ['focus', 'O', 'OTHER']]","[['part', 'O', 'OTHER'], ['of', 'O', 'OTHER']]"
O,to,focus,strategy,0,0,0,0,0,0,1,OTHER,"[['focus', 'O', 'OTHER'], ['on', 'O', 'OTHER']]","[['of', 'O', 'OTHER'], ['its', 'O', 'OTHER']]"
O,focus,on,to,0,0,0,0,0,0,0,OTHER,"[['on', 'O', 'OTHER'], ['developing', 'O', 'OTHER']]","[['its', 'O', 'OTHER'], ['strategy', 'O', 'OTHER']]"
O,on,developing,focus,0,0,0,0,0,0,1,OTHER,"[['developing', 'O', 'OTHER'], ['precious', 'O', 'OTHER']]","[['strategy', 'O', 'OTHER'], ['to', 'O', 'OTHER']]"
B-SELLER,Newmont,Mining,Reuter,0,1,0,0,0,0,0,ORG,"[['Mining', 'I-SELLER', 'ORG'], ['Corp', 'I-SELLER', 'ORG']]","[['in', 'O', 'OTHER'], ['1986.', 'O', 'OTHER']]"
I-SELLER,Mining,Corp,Newmont,0,1,0,0,0,1,0,ORG,"[['Corp', 'I-SELLER', 'ORG'], ['said', 'O', 'OTHER']]","[['1986.', 'O', 'OTHER'], ['Reuter', 'O', 'OTHER']]"
I-SELLER,Corp,said,Mining,0,1,0,0,0,0,0,ORG,"[['said', 'O', 'OTHER'], ['it', 'O', 'OTHER']]","[['Reuter', 'O', 'OTHER'], ['Newmont', 'B-SELLER', 'ORG']]"
O,said,it,Corp,0,0,0,0,0,0,0,OTHER,"[['it', 'O', 'OTHER'], ['completed', 'B-STATUS', 'OTHER']]","[['Newmont', 'B-SELLER', 'ORG'], ['Mining', 'I-SELLER', 'ORG']]"
O,it,completed,said,0,0,0,0,0,0,0,OTHER,"[['completed', 'B-STATUS', 'OTHER'], ['the', 'O', 'OTHER']]","[['Mining', 'I-SELLER', 'ORG'], ['Corp', 'I-SELLER', 'ORG']]"
O,completed,the,it,0,0,0,0,0,0,0,OTHER,"[['the', 'O', 'OTHER'], ['previously', 'O', 'OTHER']]","[['Corp', 'I-SELLER', 'ORG'], ['said', 'O', 'OTHER']]"
O,the,previously,completed,0,0,0,0,0,0,0,OTHER,"[['previously', 'O', 'OTHER'], ['announced', 'O', 'OTHER']]","[['said', 'O', 'OTHER'], ['it', 'O', 'OTHER']]"
O,previously,announced,the,0,0,0,0,0,0,0,OTHER,"[['announced', 'O', 'OTHER'], ['reduction', 'O', 'OTHER']]","[['it', 'O', 'OTHER'], ['completed', 'B-STATUS', 'OTHER']]"
O,announced,reduction,previously,0,0,0,0,0,0,0,OTHER,"[['reduction', 'O', 'OTHER'], ['of', 'O', 'OTHER']]","[['completed', 'B-STATUS', 'OTHER'], ['the', 'O', 'OTHER']]"
O,reduction,of,announced,0,0,0,0,0,0,0,OTHER,"[['of', 'O', 'OTHER'], ['its', 'O', 'OTHER']]","[['the', 'O', 'OTHER'], ['previously', 'O', 'OTHER']]"
O,of,its,reduction,0,0,0,0,0,0,1,OTHER,"[['its', 'O', 'OTHER'], ['share', 'O', 'OTHER']]","[['previously', 'O', 'OTHER'], ['announced', 'O', 'OTHER']]"
O,its,share,of,0,0,0,0,0,0,0,OTHER,"[['share', 'O', 'OTHER'], ['in', 'O', 'OTHER']]","[['announced', 'O', 'OTHER'], ['reduction', 'O', 'OTHER']]"
O,share,in,its,0,0,0,0,0,0,0,OTHER,"[['in', 'O', 'OTHER'], ['Peabody', 'B-ACQUIRED', 'ORG']]","[['reduction', 'O', 'OTHER'], ['of', 'O', 'OTHER']]"
O,in,Peabody,share,0,0,0,0,0,0,1,OTHER,"[['Peabody', 'B-ACQUIRED', 'ORG'], ['Holding', 'I-ACQUIRED', 'ORG']]","[['of', 'O', 'OTHER'], ['its', 'O', 'OTHER']]"
O,Peabody,Holding,in,0,1,0,0,0,0,0,ORG,"[['Holding', 'I-ACQUIRED', 'ORG'], ['Co', 'I-ACQUIRED', 'ORG']]","[['its', 'O', 'OTHER'], ['share', 'O', 'OTHER']]"
O,Holding,Co,Peabody,0,1,0,0,0,1,0,ORG,"[['Co', 'I-ACQUIRED', 'ORG'], ['Inc', 'I-ACQUIRED', 'ORG']]","[['share', 'O', 'OTHER'], ['in', 'O', 'OTHER']]"
O,Co,Inc,Holding,0,1,0,0,0,1,0,ORG,"[['Inc', 'I-ACQUIRED', 'ORG'], ['to', 'O', 'OTHER']]","[['in', 'O', 'OTHER'], ['Peabody', 'B-ACQUIRED', 'ORG']]"
O,Inc,to,Co,0,1,0,0,0,0,0,ORG,"[['to', 'O', 'OTHER'], ['49.97', 'O', 'OTHER']]","[['Peabody', 'B-ACQUIRED', 'ORG'], ['Holding', 'I-ACQUIRED', 'ORG']]"
O,to,49.97,Inc,0,0,0,0,0,0,1,OTHER,"[['49.97', 'O', 'OTHER'], ['pct', 'O', 'OTHER']]","[['Holding', 'I-ACQUIRED', 'ORG'], ['Co', 'I-ACQUIRED', 'ORG']]"
O,49.97,pct,to,0,0,1,0,0,0,0,OTHER,"[['pct', 'O', 'OTHER'], ['from', 'O', 'OTHER']]","[['Co', 'I-ACQUIRED', 'ORG'], ['Inc', 'I-ACQUIRED', 'ORG']]"
O,pct,from,49.97,0,0,0,0,0,0,0,OTHER,"[['from', 'O', 'OTHER'], ['61.47', 'O', 'OTHER']]","[['Inc', 'I-ACQUIRED', 'ORG'], ['to', 'O', 'OTHER']]"
O,from,61.47,pct,0,0,0,0,0,0,1,OTHER,"[['61.47', 'O', 'OTHER'], ['pct.', 'O', 'OTHER']]","[['to', 'O', 'OTHER'], ['49.97', 'O', 'OTHER']]"
O,61.47,pct.,from,0,0,1,0,0,0,0,OTHER,"[['pct.', 'O', 'OTHER'], ['Newmont', 'O', 'OTHER']]","[['49.97', 'O', 'OTHER'], ['pct', 'O', 'OTHER']]"
B-SELLER,CPC,International,Reuter,0,1,0,0,0,0,0,ORG,"[['International', 'I-SELLER', 'ORG'], ['Inc', 'I-SELLER', 'ORG']]","[['Maurice', 'O', 'OTHER'], ['Myers.', 'O', 'OTHER']]"
I-SELLER,International,Inc,CPC,0,1,0,0,0,1,0,ORG,"[['Inc', 'I-SELLER', 'ORG'], ['said', 'O', 'OTHER']]","[['Myers.', 'O', 'OTHER'], ['Reuter', 'O', 'OTHER']]"
I-SELLER,Inc,said,International,0,1,0,0,0,0,0,ORG,"[['said', 'O', 'OTHER'], ['it', 'O', 'OTHER']]","[['Reuter', 'O', 'OTHER'], ['CPC', 'B-SELLER', 'ORG']]"
O,said,it,Inc,0,0,0,0,0,0,0,OTHER,"[['it', 'O', 'OTHER'], ['has', 'O', 'OTHER']]","[['CPC', 'B-SELLER', 'ORG'], ['International', 'I-SELLER', 'ORG']]"
O,it,has,said,0,0,0,0,0,0,0,OTHER,"[['has', 'O', 'OTHER'], ['completed', 'B-STATUS', 'OTHER']]","[['International', 'I-SELLER', 'ORG'], ['Inc', 'I-SELLER', 'ORG']]"
O,has,completed,it,0,0,0,0,0,0,0,OTHER,"[['completed', 'B-STATUS', 'OTHER'], ['the', 'O', 'OTHER']]","[['Inc', 'I-SELLER', 'ORG'], ['said', 'O', 'OTHER']]"
O,completed,the,has,0,0,0,0,0,0,0,OTHER,"[['the', 'O', 'OTHER'], ['sale', 'O', 'OTHER']]","[['said', 'O', 'OTHER'], ['it', 'O', 'OTHER']]"
O,the,sale,completed,0,0,0,0,0,0,0,OTHER,"[['sale', 'O', 'OTHER'], ['of', 'O', 'OTHER']]","[['it', 'O', 'OTHER'], ['has', 'O', 'OTHER']]"
O,sale,of,the,0,0,0,0,0,0,0,OTHER,"[['of', 'O', 'OTHER'], ['its', 'O', 'OTHER']]","[['has', 'O', 'OTHER'], ['completed', 'B-STATUS', 'OTHER']]"
O,of,its,sale,0,0,0,0,0,0,1,OTHER,"[['its', 'O', 'OTHER'], ['South', 'B-ACQLOC', 'NORP']]","[['completed', 'B-STATUS', 'OTHER'], ['the', 'O', 'OTHER']]"
O,its,South,of,0,0,0,0,0,0,0,OTHER,"[['South', 'B-ACQLOC', 'NORP'], ['African', 'I-ACQLOC', 'NORP']]","[['the', 'O', 'OTHER'], ['sale', 'O', 'OTHER']]"
O,South,African,its,0,1,0,0,0,0,0,NORP,"[['African', 'I-ACQLOC', 'NORP'], ['subsidiary', 'O', 'OTHER']]","[['sale', 'O', 'OTHER'], ['of', 'O', 'OTHER']]"
O,African,subsidiary,South,0,1,0,0,0,0,0,NORP,"[['subsidiary', 'O', 'OTHER'], ['Robertsons', 'B-ACQUIRED', 'ORG']]","[['of', 'O', 'OTHER'], ['its', 'O', 'OTHER']]"
O,subsidiary,Robertsons,African,0,0,0,0,0,0,0,OTHER,"[['Robertsons', 'B-ACQUIRED', 'ORG'], ['Pty', 'I-ACQUIRED', 'ORG']]","[['its', 'O', 'OTHER'], ['South', 'B-ACQLOC', 'NORP']]"
O,Robertsons,Pty,subsidiary,0,1,0,0,0,0,0,ORG,"[['Pty', 'I-ACQUIRED', 'ORG'], ['Ltd', 'I-ACQUIRED', 'ORG']]","[['South', 'B-ACQLOC', 'NORP'], ['African', 'I-ACQLOC', 'NORP']]"
O,Pty,Ltd,Robertsons,0,1,0,0,0,1,0,ORG,"[['Ltd', 'I-ACQUIRED', 'ORG'], ['to', 'O', 'OTHER']]","[['African', 'I-ACQLOC', 'NORP'], ['subsidiary', 'O', 'OTHER']]"
O,Ltd,to,Pty,0,1,0,0,0,0,0,ORG,"[['to', 'O', 'OTHER'], ['a', 'O', 'OTHER']]","[['subsidiary', 'O', 'OTHER'], ['Robertsons', 'B-ACQUIRED', 'ORG']]"
O,to,a,Ltd,0,0,0,0,0,0,1,OTHER,"[['a', 'O', 'OTHER'], ['consortium', 'O', 'OTHER']]","[['Robertsons', 'B-ACQUIRED', 'ORG'], ['Pty', 'I-ACQUIRED', 'ORG']]"
O,a,consortium,to,0,0,0,0,0,0,0,OTHER,"[['consortium', 'O', 'OTHER'], ['of', 'O', 'OTHER']]","[['Pty', 'I-ACQUIRED', 'ORG'], ['Ltd', 'I-ACQUIRED', 'ORG']]"
O,consortium,of,a,0,0,0,0,0,0,0,OTHER,"[['of', 'O', 'OTHER'], ['European', 'O', 'OTHER']]","[['Ltd', 'I-ACQUIRED', 'ORG'], ['to', 'O', 'OTHER']]"
O,of,European,consortium,0,0,0,0,0,0,1,OTHER,"[['European', 'O', 'OTHER'], ['and', 'O', 'OTHER']]","[['to', 'O', 'OTHER'], ['a', 'O', 'OTHER']]"
O,European,and,of,0,1,0,0,0,0,0,OTHER,"[['and', 'O', 'OTHER'], ['South', 'B-ACQLOC', 'NORP']]","[['a', 'O', 'OTHER'], ['consortium', 'O', 'OTHER']]"
O,and,South,European,0,0,0,0,0,0,0,OTHER,"[['South', 'B-ACQLOC', 'NORP'], ['African', 'I-ACQLOC', 'NORP']]","[['consortium', 'O', 'OTHER'], ['of', 'O', 'OTHER']]"
B-SELLER,American,Barrick,Reuter,0,1,0,0,0,0,0,ORG,"[['Barrick', 'I-SELLER', 'ORG'], ['Resources', 'I-SELLER', 'ORG']]","[['the', 'O', 'OTHER'], ['sale.', 'O', 'OTHER']]"
I-SELLER,Barrick,Resources,American,0,1,0,0,0,0,0,ORG,"[['Resources', 'I-SELLER', 'ORG'], ['Corp', 'I-SELLER', 'ORG']]","[['sale.', 'O', 'OTHER'], ['Reuter', 'O', 'OTHER']]"
I-SELLER,Resources,Corp,Barrick,0,1,0,0,0,1,0,ORG,"[['Corp', 'I-SELLER', 'ORG'], ['said', 'O', 'OTHER']]","[['Reuter', 'O', 'OTHER'], ['American', 'B-SELLER', 'ORG']]"
I-SELLER,Corp,said,Resources,0,1,0,0,0,0,0,ORG,"[['said', 'O', 'OTHER'], ['it', 'O', 'OTHER']]","[['American', 'B-SELLER', 'ORG'], ['Barrick', 'I-SELLER', 'ORG']]"
O,said,it,Corp,0,0,0,0,0,0,0,OTHER,"[['it', 'O', 'OTHER'], ['sold', 'B-STATUS', 'OTHER']]","[['Barrick', 'I-SELLER', 'ORG'], ['Resources', 'I-SELLER', 'ORG']]"
O,it,sold,said,0,0,0,0,0,0,0,OTHER,"[['sold', 'B-STATUS', 'OTHER'], ['two', 'O', 'OTHER']]","[['Resources', 'I-SELLER', 'ORG'], ['Corp', 'I-SELLER', 'ORG']]"
O,sold,two,it,0,0,0,0,0,0,0,OTHER,"[['two', 'O', 'OTHER'], ['coal', 'B-ACQUIRED', 'OTHER']]","[['Corp', 'I-SELLER', 'ORG'], ['said', 'O', 'OTHER']]"
O,two,coal,sold,0,0,0,0,0,0,0,OTHER,"[['coal', 'B-ACQUIRED', 'OTHER'], ['supply', 'I-ACQUIRED', 'OTHER']]","[['said', 'O', 'OTHER'], ['it', 'O', 'OTHER']]"
O,coal,supply,two,0,0,0,0,0,0,0,OTHER,"[['supply', 'I-ACQUIRED', 'OTHER'], ['agreements', 'I-ACQUIRED', 'OTHER']]","[['it', 'O', 'OTHER'], ['sold', 'B-STATUS', 'OTHER']]"
O,supply,agreements,coal,0,0,0,0,0,0,0,OTHER,"[['agreements', 'I-ACQUIRED', 'OTHER'], ['and', 'I-ACQUIRED', 'OTHER']]","[['sold', 'B-STATUS', 'OTHER'], ['two', 'O', 'OTHER']]"
O,agreements,and,supply,0,0,0,0,0,0,0,OTHER,"[['and', 'I-ACQUIRED', 'OTHER'], ['substantially', 'I-ACQUIRED', 'OTHER']]","[['two', 'O', 'OTHER'], ['coal', 'B-ACQUIRED', 'OTHER']]"
O,and,substantially,agreements,0,0,0,0,0,0,0,OTHER,"[['substantially', 'I-ACQUIRED', 'OTHER'], ['all', 'I-ACQUIRED', 'OTHER']]","[['coal', 'B-ACQUIRED', 'OTHER'], ['supply', 'I-ACQUIRED', 'OTHER']]"
O,substantially,all,and,0,0,0,0,0,0,0,OTHER,"[['all', 'I-ACQUIRED', 'OTHER'], ['assets', 'I-ACQUIRED', 'OTHER']]","[['supply', 'I-ACQUIRED', 'OTHER'], ['agreements', 'I-ACQUIRED', 'OTHER']]"
O,all,assets,substantially,0,0,0,0,0,0,0,OTHER,"[['assets', 'I-ACQUIRED', 'OTHER'], ['at', 'I-ACQUIRED', 'OTHER']]","[['agreements', 'I-ACQUIRED', 'OTHER'], ['and', 'I-ACQUIRED', 'OTHER']]"
O,assets,at,all,0,0,0,0,0,0,0,OTHER,"[['at', 'I-ACQUIRED', 'OTHER'], ['its', 'I-ACQUIRED', 'OTHER']]","[['and', 'I-ACQUIRED', 'OTHER'], ['substantially', 'I-ACQUIRED', 'OTHER']]"
O,at,its,assets,0,0,0,0,0,0,1,OTHER,"[['its', 'I-ACQUIRED', 'OTHER'], ['two', 'I-ACQUIRED', 'OTHER']]","[['substantially', 'I-ACQUIRED', 'OTHER'], ['all', 'I-ACQUIRED', 'OTHER']]"
O,its,two,at,0,0,0,0,0,0,0,OTHER,"[['two', 'I-ACQUIRED', 'OTHER'], ['coal', 'I-ACQUIRED', 'OTHER']]","[['all', 'I-ACQUIRED', 'OTHER'], ['assets', 'I-ACQUIRED', 'OTHER']]"
O,two,coal,its,0,0,0,0,0,0,0,OTHER,"[['coal', 'I-ACQUIRED', 'OTHER'], ['mines', 'I-ACQUIRED', 'OTHER']]","[['assets', 'I-ACQUIRED', 'OTHER'], ['at', 'I-ACQUIRED', 'OTHER']]"
O,coal,mines,two,0,0,0,0,0,0,0,OTHER,"[['mines', 'I-ACQUIRED', 'OTHER'], ['in', 'O', 'OTHER']]","[['at', 'I-ACQUIRED', 'OTHER'], ['its', 'I-ACQUIRED', 'OTHER']]"
O,mines,in,coal,0,0,0,0,0,0,0,OTHER,"[['in', 'O', 'OTHER'], ['Ohio', 'B-ACQLOC', 'GPE']]","[['its', 'I-ACQUIRED', 'OTHER'], ['two', 'I-ACQUIRED', 'OTHER']]"
O,in,Ohio,mines,0,0,0,0,0,0,1,OTHER,"[['Ohio', 'B-ACQLOC', 'GPE'], ['to', 'O', 'OTHER']]","[['two', 'I-ACQUIRED', 'OTHER'], ['coal', 'I-ACQUIRED', 'OTHER']]"
O,Ohio,to,in,0,1,0,0,0,0,0,GPE,"[['to', 'O', 'OTHER'], ['Peabody', 'B-PURCHASER', 'OTHER']]","[['coal', 'I-ACQUIRED', 'OTHER'], ['mines', 'I-ACQUIRED', 'OTHER']]"
O,to,Peabody,Ohio,0,0,0,0,0,0,1,OTHER,"[['Peabody', 'B-PURCHASER', 'OTHER'], ['Coal', 'I-PURCHASER', 'OTHER']]","[['mines', 'I-ACQUIRED', 'OTHER'], ['in', 'O', 'OTHER']]"
O,Peabody,Coal,to,0,1,0,0,0,0,0,OTHER,"[['Coal', 'I-PURCHASER', 'OTHER'], ['Co', 'I-PURCHASER', 'OTHER']]","[['in', 'O', 'OTHER'], ['Ohio', 'B-ACQLOC', 'GPE']]"
B-SELLER,Eli,Lilly,said.,0,1,0,0,0,0,0,OTHER,"[['Lilly', 'I-SELLER', 'OTHER'], ['and', 'I-SELLER', 'OTHER']]","[['the', 'O', 'OTHER'], ['company', 'O', 'OTHER']]"
I-SELLER,Lilly,and,Eli,0,1,0,0,0,0,0,OTHER,"[['and', 'I-SELLER', 'OTHER'], ['Co', 'I-SELLER', 'OTHER']]","[['company', 'O', 'OTHER'], ['said.', 'O', 'OTHER']]"
I-SELLER,and,Co,Lilly,0,0,0,0,0,1,0,OTHER,"[['Co', 'I-SELLER', 'OTHER'], ['said', 'O', 'OTHER']]","[['said.', 'O', 'OTHER'], ['Eli', 'B-SELLER', 'OTHER']]"
